"streetname","originalcertifybydate","newcorrectbydate","registrationid","longitude","zip","latitude","violationid","class","inspectiondate","newcertifybydate","nta","communityboard","violationstatus","councildistrict","censustract","bbl","story","block","buildingid","novid","currentstatus","currentstatusdate","lot","approveddate","novtype","ordernumber","certifieddate","highhousenumber","boro","bin","boroid","novissueddate","streetcode","novdescription","currentstatusid","originalcorrectbydate","lowhousenumber","housenumber","apartment"
"GATES AVENUE","2016-09-29T00:00:00.000",NULL,374508,-73.937872,11221,40.687689,11346986,"B","2016-08-09T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,277,3016290001,"1",1629,808401,5491723,"VIOLATION CLOSED","2018-10-05T00:00:00.000",1,"2016-08-10T00:00:00.000","Original",501,NULL,"715","BROOKLYN",3398080,3,"2016-08-11T00:00:00.000",43330,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE GASKET AT REFRIGERATOR LOWER COMPARTMENT DOOR  IN THE KITCHENETTE  LOCATED AT APT 1A\, 1st STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2016-09-15T00:00:00.000","715","715","1A"
"1 STREET","2013-11-29T00:00:00.000",NULL,301488,-73.979239,11215,40.67252,10001587,"B","2013-10-09T00:00:00.000",NULL,"Park Slope-Gowanus",6,"Close",39,155,3009710015,"3",971,126775,4706602,"VIOLATION CLOSED","2016-02-17T00:00:00.000",15,"2013-10-10T00:00:00.000","Original",568,"2013-11-14T00:00:00.000","394","BROOKLYN",3020875,3,"2013-10-11T00:00:00.000",5080,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 3L\, 3rd STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-15T00:00:00.000","394","394","3L"
"OCEAN AVENUE","2013-12-03T00:00:00.000",NULL,328913,-73.960842,11226,40.649256,10001592,"B","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Close",40,51002,3051010017,"5",5101,347751,4707896,"VIOLATION CLOSED","2015-02-26T00:00:00.000",17,"2013-10-12T00:00:00.000","Original",501,NULL,"561","BROOKLYN",3117139,3,"2013-10-15T00:00:00.000",67530,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH WINDOW COUNTER BALANCES  IN THE KITCHEN  LOCATED AT APT 5J\, 5th STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2013-11-19T00:00:00.000","555","555","5J"
"SANFORD AVENUE","2013-11-29T00:00:00.000",NULL,402114,-73.831279,11355,40.755485,10001594,"B","2013-10-09T00:00:00.000",NULL,"Flushing",7,"Close",20,849,4051010033,"6",5101,693432,4706911,"VIOLATION CLOSED","2016-03-07T00:00:00.000",33,"2013-10-10T00:00:00.000","Original",508,NULL,"132-70","QUEENS",4115061,4,"2013-10-11T00:00:00.000",61390,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND NORTH WALL AT CLOSET  IN THE FOYER  LOCATED AT APT 6H\, 6th STORY\, APARTMENT AT  EAST",19,"2013-11-15T00:00:00.000","132-70","132-70","6H"
"GRAND AVENUE","2013-11-29T00:00:00.000",NULL,210806,-73.903664,10468,40.862296,10001596,"B","2013-10-09T00:00:00.000",NULL,"Kingsbridge Heights",7,"Close",14,253,2031990019,"All Stories",3199,81578,4706461,"VIOLATION CLOSED","2014-11-10T00:00:00.000",19,"2013-10-10T00:00:00.000","Original",539,"2014-01-02T00:00:00.000","2426","BRONX",2014306,2,"2013-10-11T00:00:00.000",36320,"SECTION 27-2005\, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES PLANTS AT 3RD. AND 4TH. STORY FIRE ESCAPE\, BALCONY IN FRONT OF BUILDING\, AT NORTH. \, SECTION  AT  WEST",19,"2013-11-15T00:00:00.000","2426","2426",NULL
"ELK DRIVE","2013-11-29T00:00:00.000",NULL,413082,-73.755221,11691,40.598311,10001597,"B","2013-10-09T00:00:00.000",NULL,"Far Rockaway-Bayswater",14,"Close",31,99801,4157670007,"3",15767,652539,4706890,"VIOLATION CLOSED","2016-05-27T00:00:00.000",7,"2013-10-10T00:00:00.000","Original",508,NULL,"20-30","QUEENS",4301047,4,"2013-10-11T00:00:00.000",43590,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 4B\, 3rd STORY\, 4th APARTMENT FROM SOUTH AT WEST",19,"2013-11-15T00:00:00.000","20-30","20-30","4B"
"GATES AVENUE","2016-09-29T00:00:00.000",NULL,374508,-73.937872,11221,40.687689,11346989,"B","2016-08-09T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,277,3016290001,"1",1629,808401,5491723,"VIOLATION CLOSED","2018-10-05T00:00:00.000",1,"2016-08-10T00:00:00.000","Original",583,NULL,"715","BROOKLYN",3398080,3,"2016-08-11T00:00:00.000",43330,"SECTION 27-2026\, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AT SOUTH BATH ROOM  LOCATED AT APT 1A\, 1st STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2016-09-15T00:00:00.000","715","715","1A"
"73 ROAD","2013-11-29T00:00:00.000",NULL,409886,-73.839339,11375,40.718132,10001605,"B","2013-10-09T00:00:00.000",NULL,"Forest Hills",6,"Close",29,76901,4032930074,"6",3293,470301,4706863,"VIOLATION CLOSED","2016-10-07T00:00:00.000",74,"2013-10-10T00:00:00.000","Original",1502,NULL,"110-20","QUEENS",4078806,4,"2013-10-11T00:00:00.000",15490,"SECTION 27-2046.1\, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE\, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 6H\, 6th STORY\, 1st APARTMENT FROM SOUTH AT WEST",19,"2013-11-15T00:00:00.000","110-20","110-20","6H"
"GRAND AVENUE","2013-11-29T00:00:00.000",NULL,210806,-73.903664,10468,40.862296,10001609,"B","2013-10-09T00:00:00.000",NULL,"Kingsbridge Heights",7,"Close",14,253,2031990019,"All Stories",3199,81578,4706461,"VIOLATION CLOSED","2014-11-10T00:00:00.000",19,"2013-10-10T00:00:00.000","Original",539,"2014-01-02T00:00:00.000","2426","BRONX",2014306,2,"2013-10-11T00:00:00.000",36320,"SECTION 27-2005\, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES PLANTS\,  AND  HOUSE  HOLD  ITEMS  AT 3RD. 4TH. STORY FIRE ESCAPE\, BALCONY IN FRONT OF BUILDING\, AT SOUTH. \, SECTION  AT  WEST",19,"2013-11-15T00:00:00.000","2426","2426",NULL
"THOMAS S BOYLAND STREET","2016-06-26T00:00:00.000",NULL,327533,-73.913582,11233,40.67808,11272241,"C","2016-06-12T00:00:00.000",NULL,"Ocean Hill",16,"Close",41,301,3015500036,"2",1550,313693,5450166,"VIOLATION CLOSED","2016-09-01T00:00:00.000",36,"2016-06-12T00:00:00.000","Original",505,NULL,"186","BROOKLYN",3042159,3,"2016-06-13T00:00:00.000",50830,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS AT LOWER SASH WINDOW.  2ND WINDOW FROM EAST AT SOUTH  IN THE 3rd ROOM  FROM EAST AT SOUTH LOCATED AT APT 2F\, 2nd STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2016-06-21T00:00:00.000","186","186","2F"
"ROCKAWAY PARKWAY","2013-11-29T00:00:00.000",NULL,340619,-73.921669,11212,40.662496,10001629,"B","2013-10-09T00:00:00.000",NULL,"Brownsville",17,"Close",41,892,3046320006,"3",4632,362959,4706779,"VIOLATION CLOSED","2015-02-11T00:00:00.000",6,"2013-10-10T00:00:00.000","Original",569,NULL,"166","BROOKLYN",3100706,3,"2013-10-11T00:00:00.000",73480,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 12A\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","166","166","12A"
"ROCKAWAY PARKWAY","2013-11-29T00:00:00.000",NULL,340619,-73.921669,11212,40.662496,10001632,"B","2013-10-09T00:00:00.000",NULL,"Brownsville",17,"Close",41,892,3046320006,"1",4632,362959,4706782,"VIOLATION CLOSED","2014-10-08T00:00:00.000",6,"2013-10-10T00:00:00.000","Original",550,NULL,"166","BROOKLYN",3100706,3,"2013-10-11T00:00:00.000",73480,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... APPROXIMATELY 10 SQUARE FEET AT EAST WALL  IN THE BATHROOM  LOCATED AT APT 5A\, 1st STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","166","166","5A"
"ROCKAWAY PARKWAY","2013-11-29T00:00:00.000",NULL,340619,-73.921669,11212,40.662496,10001633,"B","2013-10-09T00:00:00.000",NULL,"Brownsville",17,"Close",41,892,3046320006,"1",4632,362959,4706782,"VIOLATION CLOSED","2014-10-08T00:00:00.000",6,"2013-10-10T00:00:00.000","Original",1503,NULL,"166","BROOKLYN",3100706,3,"2013-10-11T00:00:00.000",73480,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  LOCATED AT APT 5A\, 1st STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","166","166","5A"
"ROCKAWAY PARKWAY","2013-11-29T00:00:00.000",NULL,340619,-73.921669,11212,40.662496,10001634,"B","2013-10-09T00:00:00.000",NULL,"Brownsville",17,"Close",41,892,3046320006,"1",4632,362959,4706782,"VIOLATION CLOSED","2014-10-08T00:00:00.000",6,"2013-10-10T00:00:00.000","Original",702,NULL,"166","BROOKLYN",3100706,3,"2013-10-11T00:00:00.000",73480,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  LOCATED AT APT 5A\, 1st STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","166","166","5A"
"WINTHROP STREET","2014-01-28T00:00:00.000",NULL,339403,-73.924204,11212,40.661268,10001639,"A","2013-10-09T00:00:00.000",NULL,"Rugby-Remsen Village",17,"Open",41,884,3046300001,"2",4630,397352,4706830,"NOT COMPLIED WITH","2015-02-26T00:00:00.000",1,"2013-10-10T00:00:00.000","Original",556,NULL,"1078","BROOKLYN",3100597,3,"2013-10-11T00:00:00.000",93830,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILINGS  IN THE ENTIRE APARTMENT  LOCATED AT APT B2\, 2nd STORY\, 1st APARTMENT FROM WEST AT NORTH",21,"2014-01-14T00:00:00.000","1068","1068","B2"
"WINTHROP STREET","2013-11-29T00:00:00.000",NULL,339403,-73.924204,11212,40.661268,10001640,"B","2013-10-09T00:00:00.000",NULL,"Rugby-Remsen Village",17,"Close",41,884,3046300001,"2",4630,397352,4706831,"VIOLATION CLOSED","2015-02-26T00:00:00.000",1,"2013-10-10T00:00:00.000","Original",568,NULL,"1078","BROOKLYN",3100597,3,"2013-10-11T00:00:00.000",93830,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT B2\, 2nd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","1068","1068","B2"
"WINTHROP STREET","2013-11-29T00:00:00.000",NULL,339403,-73.924204,11212,40.661268,10001641,"B","2013-10-09T00:00:00.000",NULL,"Rugby-Remsen Village",17,"Open",41,884,3046300001,"2",4630,397352,4706831,"NOT COMPLIED WITH","2015-02-26T00:00:00.000",1,"2013-10-10T00:00:00.000","Original",569,NULL,"1078","BROOKLYN",3100597,3,"2013-10-11T00:00:00.000",93830,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT B2\, 2nd STORY\, 1st APARTMENT FROM WEST AT NORTH",21,"2013-11-15T00:00:00.000","1068","1068","B2"
"73 ROAD","2013-11-29T00:00:00.000",NULL,409886,-73.839339,11375,40.718132,10001645,"B","2013-10-09T00:00:00.000",NULL,"Forest Hills",6,"Close",29,76901,4032930074,"6",3293,470301,4706863,"VIOLATION CLOSED","2016-10-07T00:00:00.000",74,"2013-10-10T00:00:00.000","Original",702,NULL,"110-20","QUEENS",4078806,4,"2013-10-11T00:00:00.000",15490,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 6H\, 6th STORY\, 1st APARTMENT FROM SOUTH AT WEST",19,"2013-11-15T00:00:00.000","110-20","110-20","6H"
"GRAND CONCOURSE","2013-10-24T00:00:00.000",NULL,205078,-73.902686,10453,40.853587,10001646,"C","2013-10-09T00:00:00.000",NULL,"Mount Hope",5,"Close",14,23501,2031610030,"4",3161,81772,4706468,"VIOLATION CLOSED","2017-03-08T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",510,NULL,"2081","BRONX",2013752,2,"2013-10-11T00:00:00.000",36420,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK AT DOOR LEADING TO FIRE ESCAPE  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 2D\, 4th STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-10-19T00:00:00.000","2081","2081","2D"
"THOMAS S BOYLAND STREET","2016-07-16T00:00:00.000",NULL,327533,-73.913582,11233,40.67808,11272242,"C","2016-06-12T00:00:00.000",NULL,"Ocean Hill",16,"Close",41,301,3015500036,"2",1550,313693,5450167,"VIOLATION CLOSED","2016-08-24T00:00:00.000",36,"2016-06-12T00:00:00.000","Original",790,"2016-07-14T00:00:00.000","186","BROOKLYN",3042159,3,"2016-06-13T00:00:00.000",50830,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 3; WG TO REPLACE = 0; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 2F\, 2nd STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2016-07-11T00:00:00.000","186","186","2F"
"18 AVENUE","2013-12-11T00:00:00.000",NULL,814771,-73.976258,11218,40.631166,10001665,"B","2013-10-09T00:00:00.000",NULL,"Flatbush",14,"Open",44,480,3054150022,"2",5415,142833,4706613,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2016-06-22T00:00:00.000",22,"2013-10-10T00:00:00.000","Original",1502,NULL,"4309","BROOKLYN",3336279,3,"2013-10-11T00:00:00.000",6880,"SECTION 27-2046.1\, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE\, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 2RR\, 2nd STORY\, APARTMENT AT  SOUTH",22,"2013-11-27T00:00:00.000","4307","4307","2RR"
"ELK DRIVE","2013-11-29T00:00:00.000",NULL,413082,-73.755221,11691,40.598311,10001675,"B","2013-10-09T00:00:00.000",NULL,"Far Rockaway-Bayswater",14,"Close",31,99801,4157670007,"3",15767,652539,4706890,"VIOLATION CLOSED","2015-05-20T00:00:00.000",7,"2013-10-10T00:00:00.000","Original",1502,NULL,"20-30","QUEENS",4301047,4,"2013-10-11T00:00:00.000",43590,"SECTION 27-2046.1\, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE\, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 4B\, 3rd STORY\, 4th APARTMENT FROM SOUTH AT WEST",19,"2013-11-15T00:00:00.000","20-30","20-30","4B"
"ELK DRIVE","2013-11-29T00:00:00.000",NULL,413082,-73.755221,11691,40.598311,10001676,"B","2013-10-09T00:00:00.000",NULL,"Far Rockaway-Bayswater",14,"Close",31,99801,4157670007,"3",15767,652539,4706890,"VIOLATION CLOSED","2015-05-20T00:00:00.000",7,"2013-10-10T00:00:00.000","Original",702,NULL,"20-30","QUEENS",4301047,4,"2013-10-11T00:00:00.000",43590,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE   IN THE ENTIRE APARTMENT  LOCATED AT APT 4B\, 3rd STORY\, 4th APARTMENT FROM SOUTH AT WEST",19,"2013-11-15T00:00:00.000","20-30","20-30","4B"
"GRAND CONCOURSE","2013-11-29T00:00:00.000",NULL,205078,-73.902686,10453,40.853587,10001677,"B","2013-10-09T00:00:00.000",NULL,"Mount Hope",5,"Close",14,23501,2031610030,"4",3161,81772,4706467,"VIOLATION CLOSED","2017-03-08T00:00:00.000",30,"2013-10-10T00:00:00.000","Original",596,NULL,"2081","BRONX",2013752,2,"2013-10-11T00:00:00.000",36420,"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE WATER CLOSET  IN THE BATHROOM  LOCATED AT APT 2D\, 4th STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","2081","2081","2D"
"BERGEN STREET","2013-12-03T00:00:00.000",NULL,384057,-73.945685,11213,40.675857,10001678,"B","2013-10-09T00:00:00.000",NULL,"Crown Heights North",8,"Close",36,313,3012210053,"6",1221,941865,4707713,"VIOLATION CLOSED","2017-02-14T00:00:00.000",53,"2013-10-11T00:00:00.000","Original",501,NULL,"1216","BROOKLYN",3030745,3,"2013-10-15T00:00:00.000",19230,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT SWITCH AT THE EAST WALL  IN THE FOYER  LOCATED AT APT B6A\, 6th STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2013-11-19T00:00:00.000","1206","1206","B6A"
"BERGEN STREET","2013-12-03T00:00:00.000",NULL,384057,-73.945685,11213,40.675857,10001683,"B","2013-10-09T00:00:00.000",NULL,"Crown Heights North",8,"Close",36,313,3012210053,"6",1221,941865,4707713,"VIOLATION CLOSED","2017-02-14T00:00:00.000",53,"2013-10-11T00:00:00.000","Original",509,NULL,"1216","BROOKLYN",3030745,3,"2013-10-15T00:00:00.000",19230,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE CEILING LIGHT FIXTURE  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT B6A\, 6th STORY\, 2nd APARTMENT FROM WEST AT NORTH",19,"2013-11-19T00:00:00.000","1206","1206","B6A"
"BUSHWICK AVENUE","2013-11-29T00:00:00.000",NULL,347316,-73.909499,11207,40.684571,10001685,"B","2013-10-09T00:00:00.000",NULL,"Bushwick South",4,"Close",37,403,3034380042,"1",3438,215853,4706655,"VIOLATION CLOSED","2014-12-05T00:00:00.000",42,"2013-10-10T00:00:00.000","Original",598,NULL,"1408","BROOKLYN",3079880,3,"2013-10-11T00:00:00.000",23930,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTE WATER PIPE LINE AT WASH BASIN  IN THE BATHROOM  LOCATED AT APT 1F\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-15T00:00:00.000","1408","1408","1F"
"BUSHWICK AVENUE","2013-11-29T00:00:00.000",NULL,347316,-73.909499,11207,40.684571,10001686,"B","2013-10-09T00:00:00.000",NULL,"Bushwick South",4,"Close",37,403,3034380042,"1",3438,215853,4706655,"VIOLATION CLOSED","2014-12-05T00:00:00.000",42,"2013-10-10T00:00:00.000","Original",501,NULL,"1408","BROOKLYN",3079880,3,"2013-10-11T00:00:00.000",23930,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MECHANICAL VENTILATION SYSTEM  IN THE BATHROOM  LOCATED AT APT 1F\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-15T00:00:00.000","1408","1408","1F"
"BUSHWICK AVENUE","2013-11-29T00:00:00.000",NULL,347316,-73.909499,11207,40.684571,10001691,"B","2013-10-09T00:00:00.000",NULL,"Bushwick South",4,"Close",37,403,3034380042,"1",3438,215853,4706655,"VIOLATION CLOSED","2014-12-05T00:00:00.000",42,"2013-10-10T00:00:00.000","Original",598,NULL,"1408","BROOKLYN",3079880,3,"2013-10-11T00:00:00.000",23930,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTE LINE PIPE AT SINK  IN THE KITCHEN  LOCATED AT APT 1F\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-15T00:00:00.000","1408","1408","1F"
"BUSHWICK AVENUE","2013-11-29T00:00:00.000",NULL,347316,-73.909499,11207,40.684571,10001695,"B","2013-10-09T00:00:00.000",NULL,"Bushwick South",4,"Close",37,403,3034380042,"1",3438,215853,4706655,"VIOLATION CLOSED","2014-12-05T00:00:00.000",42,"2013-10-10T00:00:00.000","Original",569,NULL,"1408","BROOKLYN",3079880,3,"2013-10-11T00:00:00.000",23930,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1F\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-15T00:00:00.000","1408","1408","1F"
"BUSHWICK AVENUE","2013-11-29T00:00:00.000",NULL,347316,-73.909499,11207,40.684571,10001696,"B","2013-10-09T00:00:00.000",NULL,"Bushwick South",4,"Close",37,403,3034380042,"1",3438,215853,4706655,"VIOLATION CLOSED","2014-12-05T00:00:00.000",42,"2013-10-10T00:00:00.000","Original",568,NULL,"1408","BROOKLYN",3079880,3,"2013-10-11T00:00:00.000",23930,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE KITCHEN  LOCATED AT APT 1F\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-15T00:00:00.000","1408","1408","1F"
"BUSHWICK AVENUE","2014-01-28T00:00:00.000",NULL,347316,-73.909499,11207,40.684571,10001698,"A","2013-10-09T00:00:00.000",NULL,"Bushwick South",4,"Close",37,403,3034380042,"1",3438,215853,4706654,"VIOLATION CLOSED","2014-12-05T00:00:00.000",42,"2013-10-10T00:00:00.000","Original",505,NULL,"1408","BROOKLYN",3079880,3,"2013-10-11T00:00:00.000",23930,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOOD BASE CABINET AT SINK  IN THE KITCHEN  LOCATED AT APT 1F\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2014-01-14T00:00:00.000","1408","1408","1F"
"BUSHWICK AVENUE","2013-11-29T00:00:00.000",NULL,347316,-73.909499,11207,40.684571,10001700,"B","2013-10-09T00:00:00.000",NULL,"Bushwick South",4,"Close",37,403,3034380042,"1",3438,215853,4706655,"VIOLATION CLOSED","2014-12-05T00:00:00.000",42,"2013-10-10T00:00:00.000","Original",702,NULL,"1408","BROOKLYN",3079880,3,"2013-10-11T00:00:00.000",23930,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  LOCATED AT APT 1F\, 1st STORY\, 1st APARTMENT FROM EAST AT SOUTH",19,"2013-11-15T00:00:00.000","1408","1408","1F"
"WEBSTER AVENUE","2013-11-29T00:00:00.000",NULL,204350,-73.899032,10457,40.85091,10001717,"B","2013-10-08T00:00:00.000",NULL,"Mount Hope",5,"Close",15,379,2031420074,"4",3142,120558,4706570,"VIOLATION CLOSED","2014-09-26T00:00:00.000",74,"2013-10-10T00:00:00.000","Original",502,NULL,"2031","BRONX",2013300,2,"2013-10-11T00:00:00.000",73720,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE PRIVATE HALLWAY  LOCATED AT APT 36\, 4th STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","2031","2031","36"
"LORING PLACE NORTH","2014-01-28T00:00:00.000",NULL,203645,-73.908017,10468,40.862196,10001718,"A","2013-10-06T00:00:00.000",NULL,"Kingsbridge Heights",7,"Open",14,255,2032250106,"3",3225,92715,4706491,"NOT COMPLIED WITH","2016-05-04T00:00:00.000",106,"2013-10-10T00:00:00.000","Original",556,NULL,"2326","BRONX",2014946,2,"2013-10-11T00:00:00.000",47020,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE PRIVATE HALLWAY \,  THE 1st ROOM  FROM NORTH AT EAST\,  THE 2nd ROOM  FROM NORTH  LOCATED AT APT 3E\, 3rd STORY\, 1st APARTMENT FROM NORTH AT EAST",21,"2014-01-14T00:00:00.000","2326","2326","3E"
"SUMMIT AVENUE","2013-11-29T00:00:00.000",NULL,209710,-73.929891,10452,40.83374,10001720,"B","2013-10-09T00:00:00.000",NULL,"Highbridge",4,"Close",8,189,2025250007,"3",2525,112024,4706532,"VIOLATION CLOSED","2015-05-08T00:00:00.000",7,"2013-10-10T00:00:00.000","Original",508,NULL,"1020","BRONX",2003457,2,"2013-10-11T00:00:00.000",67420,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EASTWALL  IN THE PRIVATE HALLWAY  LOCATED AT APT 3I\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","1018","1018","3I"
"SUMMIT AVENUE","2014-01-28T00:00:00.000",NULL,209710,-73.929891,10452,40.83374,10001721,"A","2013-10-09T00:00:00.000",NULL,"Highbridge",4,"Close",8,189,2025250007,"3",2525,112024,4706531,"VIOLATION CLOSED","2015-05-08T00:00:00.000",7,"2013-10-10T00:00:00.000","Original",529,NULL,"1020","BRONX",2003457,2,"2013-10-11T00:00:00.000",67420,"SECTION 27-2005 ADM CODE  REFIT DOOR  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 3I\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2014-01-14T00:00:00.000","1018","1018","3I"
"SUMMIT AVENUE","2013-11-29T00:00:00.000",NULL,209710,-73.929891,10452,40.83374,10001722,"B","2013-10-09T00:00:00.000",NULL,"Highbridge",4,"Close",8,189,2025250007,"3",2525,112024,4706532,"VIOLATION CLOSED","2015-05-08T00:00:00.000",7,"2013-10-10T00:00:00.000","Original",506,NULL,"1020","BRONX",2003457,2,"2013-10-11T00:00:00.000",67420,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING WASHBASIN  IN THE BATHROOM  LOCATED AT APT 3I\, 3rd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-15T00:00:00.000","1018","1018","3I"
